"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","Take-out","Noise Level","Delivery","Has TV","Outdoor Seating","Attire","Accepts Credit Cards","Price Range","Smoking","Wi-Fi","Suggest_For","Environment","Parkingcondition","Musiccondition"
"189","-iVcmhjfq79QoTWzrb6pKg","7516 Meade St
Point Breeze
Pittsburgh, PA 15208",TRUE,"Pittsburgh",79,"East End Food Co-Op",-79.8954753,"PA",4.5,40.4481991,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","free","lunch","hipster","Can parking","No Record"
"194","l_Wey2YC6NvVUIH8vTygGg","238 Spahr St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",69,"Cafe Zinho",-79.9274383,"PA",4,40.4578038,"FALSE","average","TRUE","FALSE","TRUE","casual","FALSE","2","No Record","no","dinner","romantic","Can parking","No Record"
"199","Y3E5QDlKmjHD2zOSPASFIA","203 Brownsville Rd
Mt. Oliver
Pittsburgh, PA 15210",TRUE,"Pittsburgh",6,"Maietta Restaurant",-79.98694,"PA",4.5,40.415694,"TRUE","average","TRUE","No Record","FALSE","casual","TRUE","1","No Record","No Record","lunch","Not Mentioned","No parking","No Record"
"200","2PfavOTufsPCRdYm-bFcpw","4600 E Carson St
South Side
Pittsburgh, PA 15210",TRUE,"Pittsburgh",95,"Page Dairy Mart",-79.9558911,"PA",4.5,40.4115059,"TRUE","No Record","No Record","No Record","No Record","No Record","FALSE","1","No Record","no","No Record","No Record","Can parking","No Record"
"202","RqWF79LfzXl0PAN_hVCa2Q","225 Brownsville Rd
Mt. Oliver
Pittsburgh, PA 15210",FALSE,"Pittsburgh",3,"Kullman's Bakery",-79.987206,"PA",3.5,40.415053,"No Record","No Record","No Record","No Record","No Record","No Record","FALSE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"204","W7-Ybhe6JWJFXjcbmgvdyA","243 Brownsville Rd
Mt. Oliver
Pittsburgh, PA 15210",TRUE,"Pittsburgh",5,"Great Wall Chinese Food",-79.9876465,"PA",4,40.4146974,"No Record","average","TRUE","No Record","No Record","casual","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"205","qUeBDN0D8SC93KeAHhiL-g","804 E Warrington Ave
Allentown
Pittsburgh, PA 15210",TRUE,"Pittsburgh",111,"Alla Famiglia",-79.9934384,"PA",4.5,40.4216209,"FALSE","average","FALSE","TRUE","TRUE","dressy","TRUE","4","No Record","no","dinner","romantic, intimate, classy","Can parking","No Record"
"206","YXuvFMtygHPFEOEXgRtgLQ","823 E Warrington Ave
Allentown
Pittsburgh, PA 15210",FALSE,"Pittsburgh",5,"No 1 China House",-79.992839,"PA",2.5,40.4218885,"TRUE","No Record","TRUE","No Record","No Record","No Record","TRUE","1","No Record","no","Not Mentioned","No Record","No parking","No Record"
"210","Csi12bjcnJ6hDpcbedX6Jg","2158 Brownsville Rd
Carrick
Pittsburgh, PA 15210",TRUE,"Pittsburgh",6,"Pizza Hut",-79.9874081,"PA",1.5,40.3919558,"TRUE","No Record","TRUE","FALSE","No Record","casual","TRUE","2","No Record","No Record","No Record","No Record","No Record","No Record"
"211","LltDzuzRbAJbSrqD4JH-3A","2158 Brownsville Rd
Carrick
Pittsburgh, PA 15210",TRUE,"Pittsburgh",12,"Hunan Wok Chinese Takeout",-79.9874081,"PA",3,40.3919558,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","casual","No parking","No Record"
"213","VkqKyq09rDYMhFk5nElWWA","2104 Brownsville Rd
Carrick
Pittsburgh, PA 15210",FALSE,"Pittsburgh",6,"Bishop's Pizza",-79.986911,"PA",3,40.393115,"TRUE","No Record","TRUE","No Record","No Record","No Record","TRUE","2","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"215","QIJa5h2d65Bgh82zct7c7A","2209 Saw Mill Run Blvd
Overbrook
Pittsburgh, PA 15210",TRUE,"Pittsburgh",22,"Frank & Shirley's Restaurant",-79.9965975,"PA",4,40.3886503,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","breakfast","divey","Can parking","No Record"
"218","PTkChuI3GPCw-ZL1Iph76A","2080 Saw Mill Run Blvd
Brookline
Pittsburgh, PA 15210",FALSE,"Pittsburgh",10,"DiCarlo's Original Pizza",-79.997446,"PA",4,40.3922377,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","latenight, dinner","Not Mentioned","Can parking","No Record"
"220","BbIh5NTizhV4Fq_mLmNkpg","2417 Brownsville Rd
Carrick
Pittsburgh, PA 15210",FALSE,"Pittsburgh",3,"Long John Silver's",-79.9822267,"PA",1.5,40.38712,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"221","Ga0y-XHa4os_VvoHz21bfQ","1820 Brownsville Rd
Carrick
Pittsburgh, PA 15210",TRUE,"Pittsburgh",12,"Anthony's Pizza",-79.987919,"PA",3,40.396531,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","Can parking","No Record"
"222","xMZM_vyCraM9BZUn4yrj5Q","1100 Brownsville Rd.
Carrick
Pittsburgh, PA 15210",TRUE,"Pittsburgh",3,"KFC",-79.9911,"PA",3.5,40.4052,"TRUE","No Record","FALSE","FALSE","No Record","casual","TRUE","1","No Record","free","No Record","No Record","No parking","No Record"
"223","YRDKsBFYP7G0E8BLJKIkvA","403 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",61,"The Park House",-80.0013672,"PA",4,40.4531335,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","outdoor","No Record","latenight, dinner","casual","Can parking","live"
"225","IxQ1ATP_Wg_QujO9nywzcQ","537 Suismon St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",162,"Max's Allegheny Tavern",-79.999728,"PA",4,40.4551576,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","no","no","dinner","casual","Can parking","background_music"
"226","TyIsuojeKcTb4Acfg7xqew","630 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",11,"China Taste",-79.9981189,"PA",4,40.4541341,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"227","SUrKsPgkuhimZPjq3hjzQw","2021 Mount Troy Rd
Millvale
Pittsburgh, PA 15212",TRUE,"Pittsburgh",3,"Mt Troy Inn",-79.982334,"PA",3.5,40.469805,"No Record","No Record","No Record","TRUE","FALSE","No Record","No Record","1","No Record","No Record","No Record","No Record","No Record","No Record"
"228","oj8bMz76cKXQClpFTFNW9w","539 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",11,"North Shore Deli",-79.9992608,"PA",4.5,40.4535473,"TRUE","loud","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","Not Mentioned","Not Mentioned","Can parking","No Record"
"231","L6yf7W3uvCHdLrmLmPLJ8Q","719 E St
Etna
Pittsburgh, PA 15212",TRUE,"Pittsburgh",3,"Key West",-79.9606482,"PA",3.5,40.4959456,"No Record","No Record","No Record","No Record","No Record","casual","No Record","1","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"233","k1A8pNspBPinGDivxkuDSA","503 Martindale St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",11,"Clark Bar & Grill",-80.0088714,"PA",3.5,40.4489884,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","no","no","Not Mentioned","Not Mentioned","Can parking","No Record"
"234","-nO_qj9eP-os3baYyh8eNA","1106 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",5,"Pasta Too",-80.006512,"PA",4,40.455833,"No Record","quiet","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"235","e5DtayybW4jbKcDBwEUmOQ","876 Progress St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",11,"Mullin's Diner",-79.993788,"PA",3.5,40.452646,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","1","No Record","no","breakfast","Not Mentioned","No parking","No Record"
"236","Z7HNl4Gz00cA0_wt0S-vSw","2110 Brighton Rd
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",17,"BreadWorks",-80.0190648,"PA",4.5,40.4621686,"TRUE","No Record","TRUE","No Record","No Record","No Record","FALSE","1","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"237","CqHTknOJHZZncWzGtpbNsA","1535 Lowrie St
Troy Hill
Pittsburgh, PA 15212",TRUE,"Pittsburgh",6,"Ron's Pizza Palace",-79.9838764,"PA",3,40.4620001,"TRUE","quiet","TRUE","FALSE","FALSE","No Record","TRUE","1","No Record","no","lunch, dinner","Not Mentioned","No parking","No Record"
"238","OjzR6hUYasFReo0vhVn0-w","857 Phineas St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",8,"Teutonia Mannerchor",-79.994957,"PA",4.5,40.455167,"FALSE","average","FALSE","TRUE","FALSE","dressy","TRUE","2","No Record","free","Not Mentioned","Not Mentioned","No parking","No Record"
"239","6AnorAMPkTdSDbUkOoV1Rw","1720 Lowrie St
Troy Hill
Pittsburgh, PA 15212",FALSE,"Pittsburgh",5,"Billy's Troy Hill Bistro",-79.9823112,"PA",3,40.4645128,"TRUE","quiet","FALSE","No Record","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"242","49nxzKLr2qQnLF58qo2p1w","1062 Progress St
Troy Hill
Pittsburgh, PA 15212",TRUE,"Pittsburgh",4,"Heinz USA",-79.9913252,"PA",5,40.4550779,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"243","rEKBr81s19Soh3dYj4bcGQ","1219 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",9,"Pizza Hut",-80.0071993,"PA",2,40.4563367,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","No Record","No Record","No parking","No Record"
"244","q_BKmbdlYfQJroJVHfYMUQ","500 E N Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",94,"Legends of The North Shore",-80.0015054,"PA",4,40.4566092,"TRUE","loud","TRUE","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"245","zq--BGVHu7_fb1VHEwg2ow","307 N Taylor Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",9,"Caruso Beer Distributor",-80.0106967,"PA",4.5,40.4567347,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"247","99WYCuBEsO7OUCDWbbrrew","950 Ridge Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",6,"Subway",-80.0181629,"PA",2.5,40.4500892,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","casual","Can parking","No Record"
"248","cZl7-Um4HiJWFgDVmMan2Q","320 Cedar Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",21,"Giant Eagle",-80.0010493,"PA",1.5,40.4513311,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"251","vMCCvnDU-Iz_D_pmbcMqzA","410 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",7,"Peanutz",-80.0012207,"PA",2.5,40.4534897,"FALSE","No Record","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"252","xMekAmDsCdhk21Buf9ucSQ","10 Allegheny Ctr
North Side
Pittsburgh, PA 15212",FALSE,"Pittsburgh",4,"Cool Beans Coffee",-80.0062515,"PA",5,40.4533935,"No Record","No Record","No Record","No Record","FALSE","No Record","TRUE","1","No Record","no","No Record","No Record","No parking","No Record"
"254","hUV4bjXE8Ijd-pDNr8S6mA","1110 Federal St
North Side
Pittsburgh, PA 15212",FALSE,"Pittsburgh",6,"Steves New York Hotdog Shop",-80.0065429,"PA",4.5,40.455929,"TRUE","average","FALSE","TRUE","FALSE","casual","FALSE","1","No Record","No Record","lunch","Not Mentioned","Can parking","No Record"
"256","Od9niVya8G5BD3a1l2ss-g","535 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",4,"Lillen's Restaurant",-79.9993379,"PA",3.5,40.4534482,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","no","No Record","No Record","No parking","No Record"
"257","Z101WZaISochG6g7tI2ZVw","103 Federal St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",69,"Atria's Restaurant",-80.0042395,"PA",3,40.4480678,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"260","Eixtf79t1_ZKaC-7J2kAWg","424 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",16,"Pickles Pizza & Sandwich Emporium",-80.0008071,"PA",3,40.4535915,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","divey","Can parking","No Record"
"261","Z0OGW8PysysRXE0dR7QxQQ","700 N Taylor Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",20,"Wilson's Bar-B-Q",-80.0144357,"PA",4,40.4562032,"TRUE","quiet","FALSE","TRUE","FALSE","casual","FALSE","2","No Record","no","lunch","Not Mentioned","Can parking","No Record"
"263","I9-Ei8_KYtMjbixNJSCvwA","537 E Ohio St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",4,"The Isaly Company",-79.9993338,"PA",3.5,40.4534946,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"267","yfuoL_w76WFVHcGJbw0IIg","1276 Benton Ave
Brighton Heights
Pittsburgh, PA 15212",TRUE,"Pittsburgh",11,"Nick's Place",-80.0355244,"PA",3.5,40.484693,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"268","2cupks8QYzFpMYDiysGOug","1729 Eckert St
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",6,"Don's Diner",-80.037313,"PA",5,40.4716476,"TRUE","No Record","FALSE","TRUE","FALSE","casual","FALSE","1","No Record","No Record","No Record","No Record","No Record","No Record"
"270","obAdXU3RULuUOww759_h_w","3639 California Ave
Brighton Heights
Pittsburgh, PA 15212",TRUE,"Pittsburgh",9,"Tom Fridays Market",-80.041641,"PA",5,40.481272,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"271","AAcw9y30cRuMo0oa8UBiIw","1223 Woods Run Ave
North Side
Pittsburgh, PA 15212",TRUE,"Pittsburgh",12,"Wiseguys Pizza",-80.0311303,"PA",3,40.4763098,"TRUE","No Record","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","No Record","No Record","Not Mentioned","No Record","No Record"
"272","YUZVBdGmagwXV-yOhR-1GQ","3853 California Ave
Brighton Heights
Pittsburgh, PA 15212",TRUE,"Pittsburgh",12,"Miller's Seafood House",-80.0416964,"PA",3,40.4851129,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","divey","Can parking","No Record"
"273","OIL-eZX8d10jgWPLW-E7zA","3627 California Ave
Brighton Heights
Pittsburgh, PA 15212",TRUE,"Pittsburgh",14,"Chubby's Pizza & Hoagies Northside",-80.0413982,"PA",2.5,40.4810675,"TRUE","loud","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","no","lunch, dinner","divey","Can parking","No Record"
"274","N2DwycuZl95miWf39Yskaw","3912 Perrysville Ave
Observatory Hill
Pittsburgh, PA 15214",TRUE,"Pittsburgh",6,"Schorr Bakery",-80.0182188,"PA",4,40.4899802,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"278","PSlOtPIo28BvWOzdLmRRRQ","1439 Potomac Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",16,"Knossos Gyros & Sis-Kabob",-80.0350383,"PA",3.5,40.3959965,"TRUE","quiet","TRUE","TRUE","No Record","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"281","7KjZ49Xrb6QWjnu5NlxzVw","2895 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",14,"Apple Inn",-80.034142,"PA",3,40.3948144,"No Record","No Record","No Record","TRUE","FALSE","No Record","TRUE","1","yes","No Record","No Record","Not Mentioned","No parking","jukebox"
"284","9NL2GL4jSPVj9SKijH5PqA","3125 Banksville Rd
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",20,"Kuhn's Market",-80.0434133,"PA",4,40.3996765,"FALSE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"288","wan0X-oHpLgGTPXqaICZCw","1648 Broadway Ave
Beechview
Pittsburgh, PA 15216",TRUE,"Pittsburgh",17,"Huddle",-80.024957,"PA",4,40.409125,"TRUE","average","FALSE","TRUE","FALSE","casual","FALSE","1","no","no","dinner","divey","Can parking","jukebox"
"290","QnyzlVMyx0Exri-Lay10cA","297 Beverly Rd
Pittsburgh, PA 15216",FALSE,"Pittsburgh",23,"Sushi Three",-80.0493988,"PA",3.5,40.3885913,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","free","lunch, dinner","casual","Can parking","No Record"
"291","81sqVj0xHyJXGYT0ip5fmQ","300 Beverly Rd
Pittsburgh, PA 15216",TRUE,"Pittsburgh",13,"Green Garden",-80.049921,"PA",2.5,40.38892,"TRUE","quiet","TRUE","FALSE","FALSE","No Record","TRUE","2","No Record","no","lunch, dinner","No Record","No Record","No Record"
"292","QjMZ3Gt4c-vS2uVUWQrVbw","2937 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",3,"Vasta",-80.0350906,"PA",2.5,40.3942666,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"294","WY6FFxpa6ztwDH5OhS6WDw","1419 Potomac Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",26,"Potomac Bakery",-80.0349637,"PA",4,40.3953847,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"297","93UCt9OgWYmypZCpXtUu8g","1473 Banksville Rd
Banksville
Pittsburgh, PA 15216",TRUE,"Pittsburgh",145,"Beto's Pizza",-80.0303499,"PA",4,40.4127159,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch, dinner","casual","Can parking","No Record"
"301","LV_OCiR9rOHVHgdhbpqw2Q","311 Beverly Rd
Pittsburgh, PA 15216",TRUE,"Pittsburgh",18,"Scoops On Beverly",-80.0498073,"PA",4,40.3884145,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","no","No Record","No Record","Can parking","No Record"
"302","cRv7pLvIe3eI0efndQBcLg","3040 Banksville Rd
Banksville
Pittsburgh, PA 15216",TRUE,"Pittsburgh",7,"Banksville Beer",-80.0434725,"PA",3.5,40.4010646,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"303","za5fND9-pXyVSk5rM28MsQ","2999 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",4,"Slapshots",-80.0366408,"PA",2,40.3930433,"FALSE","No Record","No Record","No Record","No Record","No Record","TRUE","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"305","ORTRrw3ClZ0Ld0LgY1H_5g","2874 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",21,"Eat'n Park Restaurant",-80.0335782,"PA",3.5,40.3957953,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","brunch, breakfast","casual","Can parking","No Record"
"306","9aw0t0rlACKkMaxsX0KlKA","1691 McFarland Rd
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",10,"Dairy Queen",-80.0464983,"PA",3.5,40.3959782,"TRUE","No Record","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"310","5Udv4CASAXB2eH66TefWPQ","3239 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",106,"Cain's Saloon",-80.0409102,"PA",3.5,40.3897336,"TRUE","loud","FALSE","TRUE","FALSE","casual","TRUE","2","no","free","latenight","casual","Can parking","background_music, jukebox"
"312","2Igiyhi82R8_QaaPplRmCw","1430 Potomac Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",275,"The Dor-Stop Restaurant",-80.034727,"PA",4.5,40.396012,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","breakfast","casual","Can parking","No Record"
"313","Cex2R008tMFg8R5fAtf77w","1509 Potomac Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",37,"Campiti's Don Pizzeria",-80.0357966,"PA",4,40.3966306,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","dinner","casual","Can parking","No Record"
"317","n7G2XFGvmS3duDJ4AzjKiQ","1150 Banksville Rd
Banksville
Pittsburgh, PA 15216",TRUE,"Pittsburgh",32,"Namaste India",-80.030114,"PA",3,40.420335,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch","Not Mentioned","Can parking","No Record"
"318","8tBfgYCI6Fz9xrSYCYCYXA","1150 Banksville Rd
Banksville
Pittsburgh, PA 15216",FALSE,"Pittsburgh",10,"Maharaja Restaurant",-80.030114,"PA",3.5,40.420335,"TRUE","quiet","No Record","TRUE","FALSE","casual","TRUE","1","No Record","No Record","lunch","Not Mentioned","Can parking","No Record"
"319","Tb7hQ37UFA2QFaMwjFieQw","1378 Banksville Rd
Banksville
Pittsburgh, PA 15216",TRUE,"Pittsburgh",8,"Arby's",-80.03063,"PA",2,40.414716,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","No Record","No Record","No Record","No Record","Not Mentioned","No Record","No Record"
